c5large_size_arr,c5large_num_proc,c5large_time_avg,c5large_time_std,c5large_cpu_ut_avg,c5large_cpu_ut_std,c5xlarge_size_arr,c5xlarge_num_proc,c5xlarge_time_avg,c5xlarge_time_std,c5xlarge_cpu_ut_avg,c5xlarge_cpu_ut_std,c52xlarge_size_arr,c52xlarge_num_proc,c52xlarge_time_avg,c52xlarge_time_std,c52xlarge_cpu_ut_avg,c52xlarge_cpu_ut_std,r5large_size_arr,r5large_num_proc,r5large_time_avg,r5large_time_std,r5large_cpu_ut_avg,r5large_cpu_ut_std,r5xlarge_size_arr,r5xlarge_num_proc,r5xlarge_time_avg,r5xlarge_time_std,r5xlarge_cpu_ut_avg,r5xlarge_cpu_ut_std,r52xlarge_size_arr,r52xlarge_num_proc,r52xlarge_time_avg,r52xlarge_time_std,r52xlarge_cpu_ut_avg,r52xlarge_cpu_ut_std,m5large_size_arr,m5large_num_proc,m5large_time_avg,m5large_time_std,m5large_cpu_ut_avg,m5large_cpu_ut_std,m5xlarge_size_arr,m5xlarge_num_proc,m5xlarge_time_avg,m5xlarge_time_std,m5xlarge_cpu_ut_avg,m5xlarge_cpu_ut_std,m52xlarge_size_arr,m52xlarge_num_proc,m52xlarge_time_avg,m52xlarge_time_std,m52xlarge_cpu_ut_avg,m52xlarge_cpu_ut_std,m54xlarge_size_arr,m54xlarge_num_proc,m54xlarge_time_avg,m54xlarge_time_std,m54xlarge_cpu_ut_avg,m54xlarge_cpu_ut_std
16,4,0.02076237202,0.0001663487296,100,0,16,4,0.01210613251,9.94E-05,71.25,41.66458328,16,4,0.007942223549,7.33E-05,27.5,42.5,16,4,0.02312273979,0.0001922682222,97.085,8.842922311,16,4,0.01336312294,0.0001657810292,75.4175,35.15569575,16,4,0.009497356415,0.001678835708,25,40.31128874,16,4,0.0354449749,0.001272534405,100,0,16,4,0.01686298847,0.0003614062076,84.17,27.11641754,16,4,0.01177475452,0.0004818629348,46.25,45.94493987,16,4,0.008362793922,0.0001035898107,14.479375,33.85673142
16,8,0.04189834595,0.0004178384631,97.915,6.391187292,16,8,0.02300970554,0.0002760044739,86.675,17.84423927,16,8,0.01424529552,0.0003432912688,50.41875,39.35105174,16,8,0.04632809162,0.0003931116278,98.285,5.223339449,16,8,0.02562251091,0.0003412288517,87.2975,16.34249809,16,8,0.01529247761,0.0003545739121,56.6675,37.41679695,16,8,0.08026440144,0.009041135758,100,0,16,8,0.03081605434,0.001149439062,94.96,10.34011122,16,8,0.01691887379,0.001294519654,66.88,34.10497178,16,8,0.01123449802,9.90E-05,21.77125,35.40478497
16,16,0.08495614529,0.0008413726762,98.945,3.169775229,16,16,0.04478576183,0.0007379627779,94.7075,9.264809429,16,16,0.02534458637,0.0004219425216,76.575,18.95496307,16,16,0.09354798794,0.0008840595573,98.945,3.169775229,16,16,0.04907906055,0.0009252228751,94.8025,7.992261492,16,16,0.02745382786,0.0002477548791,75.845,18.32750597,16,16,0.1703954697,0.004486870181,100,0,16,16,0.06030254364,0.002459442105,96.8175,6.421638712,16,16,0.03025844097,0.001692198379,81.96625,18.30621441,16,16,0.02045485973,0.0003789138473,30.988125,30.16741904
16,20,0.1064821243,0.000549845052,99.585,1.808943062,16,20,0.05544445515,0.0007455294259,96.11,6.778229857,16,20,0.03089551926,0.0005014720472,80.195,19.53002752,16,20,0.1170442104,0.001074770111,99.17,2.49,16,20,0.06077325344,0.0006749769794,95.515,6.889540986,16,20,0.03375282288,0.000530643644,79.40375,17.269,16,20,0.1831944466,0.01606944483,100,0,16,20,0.07418577671,0.002286177219,97.2025,5.22151738,16,20,0.03786020279,0.00130960403,84.44,13.74283995,16,20,0.02455813885,0.0007992537505,34.369375,24.89624218
32,1,0.0318918705,0.0005244368768,50.25,48.23056603,32,1,0.03227245808,0.0006378807724,25.4175,41.79022546,32,1,0.03207886219,0.0003895912093,12.625,31.87843119,32,1,0.03569123745,0.0003966054681,52.25,48.1787038,32,1,0.03583502769,0.0004827832703,26.125,42.93144972,32,1,0.03534741402,0.0005316900969,11.9375,31.74600122,32,1,0.06337821484,0.01236440442,91.165,24.81707628,32,1,0.04219894409,0.008905593566,48.75,40.56878726,32,1,0.0365156889,0.003379663968,22.855,35.58093907,32,1,0.03517990112,0.0004304302058,6.40625,24.24595247
32,2,0.06714823246,0.001174286053,99.375,2.72431184,32,2,0.03318703175,0.0004065343175,49.2925,47.57464339,32,2,0.03246026039,0.0002550336872,25.20875,42.55296756,32,2,0.07445335388,0.0003612785924,98.82,3.546914152,32,2,0.03686103821,0.0004432433283,50.125,47.32186994,32,2,0.03634927273,0.0005088613199,24.6875,41.33962801,32,2,0.1241766691,0.007455801345,100,0,32,2,0.06404669285,0.007821976231,68.5825,36.454656,32,2,0.03792104721,0.003054542597,36.73,41.44956996,32,2,0.03616118431,0.000502456032,12.0625,31.36671952
32,4,0.1335525513,0.001037113897,98.925,2.563956903,32,4,0.06867852211,0.0006991301726,94.6725,6.944889758,32,4,0.03722219467,0.008707894019,46.5125,45.78225468,32,4,0.1475295067,0.001434994588,99.355,1.936614314,32,4,0.07541048527,0.000686623431,94.4975,6.429054654,32,4,0.03778347969,0.0003230057602,48.0625,46.74728435,32,4,0.2384322166,0.02878474235,100,0,32,4,0.09489407539,0.006840519302,91.2875,10.62259826,32,4,0.06945104599,0.005913406518,48.45875,39.67530622,32,4,0.03711352348,0.0006487525432,22.625,39.03103733
32,8,0.2675838232,0.002893925462,99.645,1.066055815,32,8,0.1372660398,0.002415099654,96.3025,4.144785127,32,8,0.06989281178,0.0006506184248,90.52,6.607824907,32,8,0.294470048,0.001985553406,99.515,1.154675279,32,8,0.1513644695,0.002145424085,96.115,4.544257365,32,8,0.07722737789,0.0005364859293,90.93875,5.796539781,32,8,0.3682859659,0.01459151623,99.715,0.8551461863,32,8,0.1822619438,0.01034706778,97.6275,3.049507132,32,8,0.09727568626,0.009193962704,81.27375,13.45351946,32,8,0.04058160782,0.0007081903876,44.135,43.28243466
32,16,0.5353565693,0.004326991148,99.81,0.57,32,16,0.2697827101,0.002348847482,98.9925,1.636671546,32,16,0.1365711451,0.001613739944,94.96375,3.500722916,32,16,0.5901195288,0.004130225848,99.745,0.6070214164,32,16,0.299535799,0.00224688577,98.7775,1.578842535,32,16,0.151148057,0.001779588646,95.5325,3.32655133,32,16,0.8724838018,0.1144611517,100,0,32,16,0.360183692,0.009227726561,99.04,1.4287757,32,16,0.1669085979,0.003272814065,93.82625,4.427576757,32,16,0.08114438057,0.001074562803,81.984375,7.028082481
32,20,0.6668308496,0.004493924251,99.78,0.5240229003,32,20,0.3360228062,0.002781315869,98.8275,1.436312553,32,20,0.1716252327,0.001846230207,94.66625,3.06598042,32,20,0.7337048769,0.006199085751,99.8,0.47644517,32,20,0.3734093666,0.002521779455,99.0825,1.250577367,32,20,0.1898323536,0.002307976259,94.4975,2.911398934,32,20,1.04299047,0.05944508076,99.95,0.2179449472,32,20,0.444350791,0.008421377582,99.44,0.970515327,32,20,0.2090684175,0.007482013782,95.6925,3.440849277,32,20,0.1105723619,0.001785537469,75.334375,13.38303052
64,1,0.241139555,0.003833110025,50.39,49.21513893,64,1,0.2406799555,0.003963941714,25,43.0789972,64,1,0.2391151905,0.004774678604,12.5,32.92643315,64,1,0.2664795637,0.004103803563,50.36,49.65044209,64,1,0.2658987999,0.00508313475,24.9075,43.14462532,64,1,0.2653713226,0.003737688852,12.54625,33.05696199,64,1,0.3446180582,0.1116579796,67.04,44.90807722,64,1,0.2823930264,0.0256706738,50.5875,37.04737634,64,1,0.2747009754,0.01015381988,25.73625,32.83398485,64,1,0.2686486721,0.006869166655,6.31875,24.10850521
64,2,0.515554595,0.005269522361,99.62,0.76,64,2,0.2427837133,0.003832253076,49.9,49.32334133,64,2,0.2420836449,0.003363530158,24.8975,42.78756821,64,2,0.5700520754,0.007544070902,99.57,0.7450503339,64,2,0.2692738771,0.004555173175,49.645,49.30921795,64,2,0.265568924,0.003181139539,24.9075,42.83651998,64,2,0.5661753893,0.006568311056,99.645,0.7102640354,64,2,0.4103297949,0.05906974779,71.635,26.09256168,64,2,0.2811251879,0.02343756891,36.91375,39.0337506,64,2,0.27148664,0.004820537794,12.501875,32.87757494
64,4,1.029799414,0.01030993528,99.85,0.3570714214,64,4,0.5149945021,0.003728157256,99.035,1.05488151,64,4,0.242638588,0.003179763367,49.3325,48.96538516,64,4,1.13514626,0.009429066594,99.865,0.3213642793,64,4,0.5698527098,0.004128630686,99.25,0.8729261137,64,4,0.2690365791,0.003589936012,49.45125,49.02822655,64,4,1.125446796,0.0101520005,99.82,0.36,64,4,0.7226558685,0.0571588326,95.3825,5.866893876,64,4,0.415292716,0.03586445089,54.58625,30.87763245,64,4,0.2696734667,0.005815097342,24.52,42.37747308
64,8,2.055823255,0.02196777392,99.925,0.1785357107,64,8,1.030900693,0.008597015332,99.3575,0.638704744,64,8,0.5154163361,0.003313208131,98.2825,1.092219644,64,8,2.258619165,0.02159001803,99.94,0.1428285686,64,8,1.14562552,0.01551951774,99.515,0.5529692577,64,8,0.5701447487,0.005389887589,98.55,0.9411429222,64,8,2.252621222,0.00893265207,99.96,0.12,64,8,1.301653814,0.1150473719,98.485,1.193848818,64,8,0.6503757954,0.0504620518,91.19875,7.024483856,64,8,0.2846635342,0.03038792984,48.21125,47.53276894
64,16,4.109640765,0.03159491571,99.97,0.07141428429,64,16,2.055967879,0.01872542342,99.825,0.2384848004,64,16,1.024467707,0.006938304052,99.14125,0.534250351,64,16,4.524316406,0.02997711403,99.96,0.08,64,16,2.28403244,0.02300346886,99.8,0.2,64,16,1.133052301,0.006406472593,99.135,0.6824771058,64,16,4.507110381,0.03019825405,99.97,0.07141428429,64,16,2.560158587,0.1715008981,99.6575,0.3216267246,64,16,1.178910327,0.01714431769,97.03,1.837824801,64,16,0.5736094713,0.008381552776,97.066875,1.291206891
64,20,5.150537467,0.04132402232,99.98,0.06,64,20,2.581094742,0.01944455282,99.87,0.18734994,64,20,1.283658528,0.01326485933,98.77625,0.7477037766,64,20,5.658499765,0.04385711053,99.98,0.06,64,20,2.855256319,0.0247549112,99.87,0.1705872211,64,20,1.423890591,0.01320316194,99.02875,0.6593924761,64,20,5.630386949,0.03628489773,99.96,0.08,64,20,2.806302071,0.02350581449,99.795,0.2108909671,64,20,1.486314869,0.05263822017,98.18875,1.332103013,64,20,0.7533510923,0.02369079247,87.820625,8.211045129
128,1,1.899882793,0.03768348311,50.045,48.71904633,128,1,1.889071631,0.02422718544,25.025,43.28697119,128,1,1.883758688,0.01891926307,12.5,33.03426252,128,1,2.099841118,0.03116027166,50.07,48.52406722,128,1,2.091707253,0.02035460524,25.025,43.25822899,128,1,2.084674168,0.03186575981,12.50625,33.03194417,128,1,2.07520833,0.02567248621,50.025,49.92531297,128,1,2.073269439,0.02730872818,25,41.87425223,128,1,2.104452467,0.04775054257,15.1625,32.24962161,128,1,2.133158088,0.05305532156,6.240625,24.15703649
128,2,4.083884859,0.05426096293,99.845,0.2819131072,128,2,1.903177953,0.02163924408,49.9075,49.83357998,128,2,1.912432003,0.03528869697,24.91,43.07497417,128,2,4.502792835,0.0307978033,99.915,0.1651514456,128,2,2.136520147,0.0397379376,49.81,49.78672413,128,2,2.108779192,0.02704333218,24.96375,43.16704543,128,2,4.47848525,0.04527224856,99.79,0.3223352292,128,2,2.097605085,0.03145169563,49.905,49.80603854,128,2,2.09276166,0.02869527736,24.9575,43.18476518,128,2,2.124680853,0.04145814733,12.453125,32.92996531
128,4,8.149087167,0.07713807623,99.95,0.09219544457,128,4,4.092896748,0.03612986742,99.5425,0.4898405353,128,4,1.918220878,0.03882736785,49.67375,49.62830529,128,4,9.021570873,0.09295585949,99.95,0.06708203932,128,4,4.532600594,0.03340297259,99.6075,0.4628107064,128,4,2.102753043,0.02203485085,49.77625,49.7051085,128,4,8.938247132,0.07087444957,99.915,0.1558043645,128,4,4.468163681,0.0397267159,99.6,0.5133225107,128,4,2.104960203,0.03351333156,49.77125,49.71020819,128,4,2.122530079,0.03787341479,24.796875,42.92216127
128,8,16.29903286,0.08989355214,99.96,0.05830951895,128,8,8.184151912,0.06364369147,99.8225,0.1739073029,128,8,4.075853062,0.02957616752,99.28375,0.5749877716,128,8,18.02678657,0.2091587181,99.945,0.0668954408,128,8,9.076926541,0.125651215,99.8725,0.1548991607,128,8,4.509455657,0.05048458633,99.4225,0.4535898478,128,8,17.90982471,0.123873918,99.975,0.04330127019,128,8,8.902023029,0.07227417203,99.83,0.1763519209,128,8,4.466203618,0.04997245741,99.3125,0.5399942129,128,8,2.155999517,0.05372682201,49.343125,49.27150751
128,16,32.69050422,0.2606168691,99.99,0.03,128,16,16.36981616,0.0941004556,99.91,0.06633249581,128,16,8.111597061,0.0618321763,99.59,0.2791057147,128,16,36.05578439,0.3280964473,99.99,0.03,128,16,18.10341942,0.1456656935,99.8625,0.1133302696,128,16,9.007162166,0.09282130656,99.63875,0.2441791095,128,16,35.85646656,0.2053878069,99.995,0.02179449472,128,16,17.86397793,0.09728258293,99.9,0.07071067812,128,16,8.898699617,0.06450674045,99.74125,0.1901931584,128,16,4.511297965,0.05169567003,98.723125,0.5842967862
128,20,40.85496244,0.2959524594,100,0,128,20,20.45546498,0.2108790725,99.935,0.09367496998,128,20,10.18006687,0.08437090279,99.21,0.6556675987,128,20,45.14309175,0.3691627809,99.995,0.02179449472,128,20,22.65532219,0.1546739709,99.905,0.1377497731,128,20,11.30762246,0.1241134185,99.30625,0.5392920707,128,20,44.75169773,0.3269324538,99.99,0.03,128,20,22.31719105,0.1794951983,99.91,0.09695359715,128,20,11.16818001,0.09833450299,99.4575,0.3141556143,128,20,5.878901792,0.08460726102,91.305,4.474536289
,,,,,,,,,,,,256,1,15.14140429,0.2513647364,12.50125,33.06764466,,,,,,,,,,,,,256,1,16.7461796,0.2065690994,12.51,33.06057168,256,1,16.59071295,0.1654155495,50.025,49.95501852,256,1,16.60715804,0.2409092634,25.015,43.29262379,256,1,16.61184931,0.198938006,12.50625,33.06198475,256,1,16.65777197,0.2326832313,6.254375,24.20244525
,,,,,,,,,,,,256,2,15.29536259,0.2216707129,24.91625,43.15229555,,,,,,,,,,,,,256,2,16.81274273,0.2601979211,24.96375,43.17845309,256,2,36.02071943,0.4050771606,99.84,0.2745906044,256,2,16.76703925,0.2308178552,49.9275,48.61016862,256,2,16.82509239,0.200225837,24.95375,43.19283779,256,2,17.08081229,0.3454670392,12.464375,32.9666827
,,,,,,,,,,,,256,4,15.27529008,0.2308324548,49.69875,49.65210341,,,,,,,,,,,,,256,4,16.91042721,0.3143743887,49.78125,49.75730372,256,4,71.40668554,0.6375555197,99.965,0.06538348415,256,4,35.58428397,0.3456411119,99.71,0.3389690251,256,4,16.75999005,0.1628770194,49.755,49.73189595,256,4,16.97463672,0.3904218202,24.914375,43.11779338
,,,,,,,,,,,,256,8,32.5528717,0.3424965477,99.34375,0.5888216517,,,,,,,,,,,,,256,8,35.91220508,0.3015382773,99.4825,0.4045908427,256,8,143.7906444,1.525468345,99.99,0.03,256,8,71.0730433,0.7910713444,99.835,0.1574007624,256,8,35.61820595,0.4169728057,99.4325,0.422426029,256,8,17.25305896,0.3972200582,49.510625,49.49764464
,,,,,,,,,,,,256,16,64.87134531,0.5128452774,99.735,0.192418814,,,,,,,,,,,,,256,16,71.92406373,0.5321205819,99.75875,0.1793695557,256,16,287.2694942,2.735031825,100,0,256,16,142.6252401,1.559198523,99.9275,0.08058380731,256,16,71.39598079,0.6484770663,99.76,0.1729161647,256,16,35.96185532,0.3832091054,99.12375,0.4105617341
,,,,,,,,,,,,256,20,81.47255597,0.8400202573,99.45,0.4474930167,,,,,,,,,,,,,256,20,90.03401351,0.8967571121,99.695,0.2397394419,256,20,358.8684631,2.783080688,99.995,0.02179449472,256,20,177.5760974,1.959111784,99.9475,0.06703543839,256,20,88.87718844,0.6600988513,99.72625,0.2234635037,256,20,45.93653426,0.9649061292,95.181875,3.113917787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,1,133.1417634,1.964147844,12.5,33.07189139,512,1,131.7034478,1.433371883,50,50,512,1,132.5879035,1.833053317,25,43.30127019,512,1,132.6028995,1.387578195,12.5,33.07189139,512,1,133.7321579,3.28022089,6.25,24.20614591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,2,133.9951108,1.416030275,24.98375,43.24748965,512,2,285.5588895,2.689342171,99.815,0.292018835,512,2,133.3204903,1.946903553,49.9375,49.70261908,512,2,133.278337,1.602745405,24.94625,43.20009243,512,2,135.5051317,1.951072673,12.45875,32.9632056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,4,133.4308321,2.053552955,49.755,49.74867812,512,4,566.4162743,5.827382898,99.94,0.14628738838327834},512,4,283.1596805,2.784955228,99.6925,0.4309219767,512,4,133.9623724,1.827407833,49.70625,49.0701904,512,4,133.8590419,2.756623251,24.879375,43.08920267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,8,281.1971102,3.482192379,99.505,0.3632836357,,,,,,,512,8,563.7315882,5.027566544,99.7375,0.2287875652215388},512,8,281.8770546,3.10397115,99.53625,0.3921873755,512,8,134.8710162,2.775933994,49.634375,49.63453063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,16,570.0109101,3.931963689,99.71125,0.189732542,,,,,,,,,,,,,512,16,565.2518739,6.58076435,99.67875,0.2142975443,512,16,283.3778408,2.931674548,99.145,0.4387197283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,20,706.2635883,8.357322074,99.80875,0.1467938606,,,,,,,,,,,,,512,20,704.8210557,4.392640416,99.77875,0.16484367594785101},512,20,358.2081594,5.133579512,98.4475,1.0213930438376797}